Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
13/03/2000;0;null;null;null;3;0;1006.8;null;27.4;25.4;null;84;0;0;60
13/03/2000;1200;null;null;null;8;0;1008.9;null;24.8;23.8;null;92;36;1;60
13/03/2000;1800;null;null;null;6;0;1005.4;null;33.2;29.6;null;76;36;1;60
14/03/2000;0;null;null;null;6;0.2;1005.7;null;28;26.6;null;89;0;0;20
14/03/2000;1200;null;null;null;8;0;1008;null;25.4;24.6;null;93;14;1;60
14/03/2000;1800;null;null;null;10;0;1005.4;null;28.6;26.4;null;83;5;1;60
15/03/2000;0;null;null;null;3;0;1006.9;null;26;25;null;92;0;0;20
15/03/2000;1200;null;null;null;8;0;1008.5;null;24.6;23.8;null;93;9;1;60
15/03/2000;1800;null;null;null;6;0;1006.6;null;32.6;27.6;null;67;5;1;60
16/03/2000;0;null;null;null;10;0;1007;null;27.2;25.8;null;89;14;1;20
16/03/2000;1200;null;null;null;10;40;1009.5;null;23.8;23;null;93;23;1;50
16/03/2000;1800;null;null;null;10;93.6;1007.5;null;23;22.4;null;95;36;1;50
17/03/2000;0;null;null;null;10;2;1007.7;null;23.6;23;null;95;0;0;20
17/03/2000;1200;null;null;null;10;11.4;1009.2;null;23;22.4;null;95;0;0;50
17/03/2000;1800;null;null;null;10;4;1008.6;null;26;25.6;null;97;23;1;60
18/03/2000;0;null;null;null;6;21.2;1008.7;null;23.6;23;null;95;0;0;20
18/03/2000;1200;null;null;null;10;0;1009.9;null;23;22.4;null;95;14;1;60
18/03/2000;1800;null;null;null;8;0;1007.2;null;29;27.6;null;89;18;1;60
19/03/2000;0;null;null;null;8;0;1007.3;null;27;26.4;null;95;0;0;20
19/03/2000;1200;null;null;null;10;0;1008.7;null;24.4;23.4;null;92;14;1;50
19/03/2000;1800;null;null;null;5;0;1005.7;null;31;28.4;null;81;27;1;60
20/03/2000;0;null;null;null;6;0;1005.8;null;26;25.4;null;95;0;0;20
20/03/2000;1200;null;null;null;8;0.2;1007.8;null;24;23.4;null;95;14;1;60
20/03/2000;1800;null;null;null;8;0;1006.7;null;32;29;null;79;23;1;60
21/03/2000;0;null;null;null;6;0.2;1006.9;null;26;25.4;null;95;0;0;50
21/03/2000;1200;null;null;null;10;15.4;1008.7;null;23;22;null;91;23;1;60
21/03/2000;1800;null;null;null;6;0;1006.6;null;31;27.6;null;76;23;1;60
22/03/2000;0;null;null;null;8;0.2;1006.9;null;27.6;26.6;null;92;0;0;20
22/03/2000;1200;null;null;null;10;0;1007.8;null;24.6;23.4;null;90;18;1;60
22/03/2000;1800;null;null;null;5;0;1007;null;30.6;28;null;81;32;1;60
23/03/2000;0;null;null;null;8;8.6;1007.3;null;26.8;26.4;null;97;0;0;20
23/03/2000;1200;null;null;null;10;30.2;1007.4;null;23.6;23;null;95;14;1;60
23/03/2000;1800;null;null;null;10;0;1005.4;null;31.4;28.4;null;79;18;1;60
24/03/2000;0;null;null;null;6;5.8;1005.9;null;26;25.2;null;93;0;0;20
24/03/2000;1200;null;null;null;10;66.2;1008.3;null;24.2;23.6;null;95;14;1;60
24/03/2000;1800;null;null;null;8;0;1006.9;null;29;27;null;85;18;1;60
25/03/2000;0;null;null;null;10;2.2;1007.3;null;26;25.4;null;95;18;1;20
25/03/2000;1200;null;null;null;10;0.6;1009.1;null;24;23.4;null;95;18;1;60
25/03/2000;1800;null;null;null;10;1.6;1008.1;null;24.4;23.6;null;93;18;1;60
26/03/2000;0;null;null;null;5;0.2;1008.6;null;25.6;25;null;95;0;0;20
26/03/2000;1200;null;null;null;8;0;1008.7;null;24.8;23.8;null;92;36;1;60
26/03/2000;1800;null;null;null;6;0;1005.8;null;32.4;28.6;null;74;5;1;60
27/03/2000;0;null;null;null;6;0;1006.3;null;28.8;27.8;null;92;0;0;20
27/03/2000;1200;null;null;null;10;27.2;1009.1;null;24.6;23.8;null;93;14;1;50
27/03/2000;1800;null;null;null;10;0;1008.4;null;26.8;25.4;null;89;32;1;60
28/03/2000;0;null;null;null;6;0;1008.3;null;25.4;24.6;null;93;0;0;20
28/03/2000;1200;null;null;null;10;0;1010;null;23.6;22.6;null;91;14;1;60
28/03/2000;1800;null;null;null;6;0;1007.6;null;29.6;27;null;81;18;1;60
29/03/2000;0;null;null;null;0;0;1008.1;null;27.6;26.6;null;92;0;0;84
29/03/2000;1200;null;null;null;6;0;1009.3;null;24.2;23.4;null;93;5;1;60
29/03/2000;1800;null;null;null;5;0;1006.9;null;33.2;29.4;null;75;23;1;60
30/03/2000;0;null;null;null;6;0;1007.1;null;27.6;26.6;null;92;0;0;20
30/03/2000;1200;null;null;null;8;0;1008.3;null;24.8;24;null;93;0;0;60
30/03/2000;1800;null;null;null;8;2.4;1006.6;null;26;25;null;92;36;1;60
31/03/2000;0;null;null;null;10;0.4;1007.4;null;25.6;25;null;95;0;0;20
31/03/2000;1200;null;null;null;10;0;1008.6;null;25;24.2;null;93;14;1;60
31/03/2000;1800;null;null;null;10;13.6;1007;null;25.6;24.6;null;92;9;1;60
01/04/2000;0;null;null;null;5;0;1007.3;null;26.6;25.8;null;94;0;0;20
01/04/2000;1200;null;null;null;10;41.8;1009.5;null;23.4;22.6;null;93;14;1;60
